subject_id,photo_id,image_path,body_width_px,body_height_px,silhouette_area_px,width_height_ratio,area_height_ratio,shoulder_width_px,chest_width_px,waist_width_px,hip_width_px,thigh_width_px,shoulder_body_ratio,chest_body_ratio,waist_body_ratio,hip_body_ratio,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,d9adfcab9e56b15a41704ae9e823ab06,train/mask/d9adfcab9e56b15a41704ae9e823ab06.png,478,812,133733,0.5886699507389163,164.69581280788177,264,382,476,478,214,0.5523012552301255,0.799163179916318,0.99581589958159,1.0,24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939452,28.5504093170166,169.05911254882812,109.52946472167967,74.31023406982422,38.19779968261719,68.53671264648438,58.65667343139648,103.3951187133789,17.02985954284668
-67TrwlJ3GSsqPeHaa2Nb0iQ-BKZfIx4ERysQPZ0-SY,ecb8c4b1031624047de1493c7e8b3905,train/mask/ecb8c4b1031624047de1493c7e8b3905.png,523,845,129275,0.6189349112426036,152.98816568047337,253,398,514,523,173,0.4837476099426386,0.7609942638623327,0.982791586998088,1.0,20.78885269165039,42.22955703735352,24.52714157104492,29.18135643005371,93.62777709960938,21.97903823852539,146.51663208007812,87.13410186767578,67.26985931396484,31.65919685363769,52.6972770690918,41.84494400024414,74.4008560180664,15.120060920715332
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,427dc3d3705c17c529a142290969a496,train/mask/427dc3d3705c17c529a142290969a496.png,370,804,108288,0.4601990049751244,134.6865671641791,214,305,370,370,155,0.5783783783783784,0.8243243243243243,1.0,1.0,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,b86b7ee5c75198c7181cd4412cc76cfe,train/mask/b86b7ee5c75198c7181cd4412cc76cfe.png,357,802,105640,0.4451371571072319,131.7206982543641,210,295,357,357,152,0.5882352941176471,0.8263305322128851,1.0,1.0,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,21a247dee01735e54febbea857b5d638,train/mask/21a247dee01735e54febbea857b5d638.png,457,781,100298,0.5851472471190781,128.4225352112676,202,347,457,159,155,0.4420131291028446,0.7592997811816192,1.0,0.3479212253829322,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,3d15cba23e9c6fe9bfd509a4934f511a,train/mask/3d15cba23e9c6fe9bfd509a4934f511a.png,487,846,116657,0.5756501182033097,137.89243498817967,213,360,487,170,167,0.4373716632443531,0.7392197125256673,1.0,0.3490759753593429,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,70b35a7aee34e1e817007a6f63b2af8e,train/mask/70b35a7aee34e1e817007a6f63b2af8e.png,506,861,121934,0.5876887340301974,141.61904761904762,225,391,506,170,166,0.4446640316205533,0.7727272727272727,1.0,0.3359683794466403,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,2bb9b09ef0a4ac0ea473a8047076d395,train/mask/2bb9b09ef0a4ac0ea473a8047076d395.png,511,836,117289,0.611244019138756,140.29784688995215,226,403,511,169,163,0.4422700587084148,0.7886497064579256,1.0,0.3307240704500978,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,b8ad9ea99fb7c76617a3922a38348090,train/mask/b8ad9ea99fb7c76617a3922a38348090.png,368,772,98725,0.4766839378238341,127.8821243523316,207,307,368,368,143,0.5625,0.8342391304347826,1.0,1.0,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,dd4671d13fbb81bc8b4a6765d9cc9ad1,train/mask/dd4671d13fbb81bc8b4a6765d9cc9ad1.png,352,756,92848,0.4656084656084656,122.8148148148148,196,292,352,351,136,0.5568181818181818,0.8295454545454546,1.0,0.9971590909090908,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,dab903d03ca65b3d2a0629d919a09dc2,train/mask/dab903d03ca65b3d2a0629d919a09dc2.png,497,814,111114,0.6105651105651105,136.50368550368552,223,384,497,163,154,0.448692152917505,0.772635814889336,1.0,0.3279678068410462,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,3ef19d383e16ff7c498d1f9650b8bd8b,train/mask/3ef19d383e16ff7c498d1f9650b8bd8b.png,458,779,98500,0.5879332477535302,126.44415917843388,207,349,458,152,146,0.4519650655021834,0.7620087336244541,1.0,0.3318777292576419,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,f4c776abab7952840a393ac995fded6e,train/mask/f4c776abab7952840a393ac995fded6e.png,424,851,121049,0.4982373678025852,142.24324324324326,221,315,391,424,170,0.5212264150943396,0.7429245283018868,0.9221698113207548,1.0,25.46615600585937,51.1634635925293,29.09806251525879,37.15715026855469,92.7225341796875,27.15604591369629,178.9779815673828,97.8735122680664,82.30216979980469,37.23946380615234,66.81805419921875,49.03817367553711,78.92030334472656,17.399463653564453
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,c4a623b8c695bc7117fe33fb477e21d8,train/mask/c4a623b8c695bc7117fe33fb477e21d8.png,470,829,145533,0.5669481302774427,175.5524728588661,257,338,432,470,186,0.5468085106382978,0.7191489361702128,0.9191489361702128,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,254f7acb644d4113edf94a6fa3b3d152,train/mask/254f7acb644d4113edf94a6fa3b3d152.png,482,853,146509,0.5650644783118406,171.75732708089097,261,348,442,482,212,0.5414937759336099,0.7219917012448133,0.91701244813278,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,12f608093cac0c52a41a855c694a586d,train/mask/12f608093cac0c52a41a855c694a586d.png,470,828,138019,0.5676328502415459,166.68961352657004,254,342,436,470,209,0.5404255319148936,0.7276595744680852,0.9276595744680852,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,bce33b8d3f0fbe2fb08b80f7356ef4a2,train/mask/bce33b8d3f0fbe2fb08b80f7356ef4a2.png,515,837,143859,0.6152927120669056,171.87455197132616,257,352,476,515,195,0.4990291262135922,0.683495145631068,0.9242718446601942,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,f7ac8f3ee0645855f088cc8d213198a0,train/mask/f7ac8f3ee0645855f088cc8d213198a0.png,525,852,162508,0.6161971830985915,190.73708920187792,271,350,460,525,209,0.5161904761904762,0.6666666666666666,0.8761904761904762,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,084a938ea27cfe695205db36f9ad3145,train/mask/084a938ea27cfe695205db36f9ad3145.png,433,871,151608,0.4971297359357061,174.06199770378876,267,326,400,433,203,0.6166281755196305,0.7528868360277137,0.9237875288683602,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,06284964e245e85c88a24e8036f36ddc,train/mask/06284964e245e85c88a24e8036f36ddc.png,497,829,143395,0.5995174909529554,172.97346200241253,260,351,465,497,229,0.5231388329979879,0.7062374245472837,0.9356136820925554,1.0,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.5492706298828,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.5288314819336,54.90545654296875,107.0347900390625,16.706375122070312
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,aac7c8bc568e32a2b6a3d8ecc2be2316,train/mask/aac7c8bc568e32a2b6a3d8ecc2be2316.png,335,794,115268,0.4219143576826196,145.17380352644835,212,282,331,335,161,0.6328358208955224,0.8417910447761194,0.9880597014925372,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,85b3dc8094cbcdf68632fdfc2bdbdbb9,train/mask/85b3dc8094cbcdf68632fdfc2bdbdbb9.png,327,784,110397,0.4170918367346938,140.8125,207,275,324,327,157,0.6330275229357798,0.8409785932721713,0.9908256880733946,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,66ce4906e1dedb7e1cb8b8b770bbf490,train/mask/66ce4906e1dedb7e1cb8b8b770bbf490.png,376,808,117997,0.4653465346534653,146.0358910891089,216,298,366,376,165,0.574468085106383,0.7925531914893617,0.973404255319149,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,30b50a81ba3e1ceedfdbb9a368a5ec76,train/mask/30b50a81ba3e1ceedfdbb9a368a5ec76.png,375,811,117868,0.4623921085080148,145.33662145499383,215,298,366,375,164,0.5733333333333334,0.7946666666666666,0.976,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,1a617423c42c0419a632b28d5f6a2e92,train/mask/1a617423c42c0419a632b28d5f6a2e92.png,381,801,114347,0.4756554307116105,142.7553058676654,211,296,372,381,165,0.5538057742782152,0.7769028871391076,0.9763779527559056,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,8f12519aa9e41d4ee8592d1b344ad5b0,train/mask/8f12519aa9e41d4ee8592d1b344ad5b0.png,378,788,111876,0.4796954314720812,141.9746192893401,210,300,369,378,166,0.5555555555555556,0.7936507936507936,0.9761904761904762,1.0,24.880470275878903,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859376,25.15575790405273,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
-EujjqWPZ_L0NO_RqgxJ79mA23Tjj33cYAoFaysL4I0,9554c0272e9838ecd21efa04fcb53973,train/mask/9554c0272e9838ecd21efa04fcb53973.png,646,884,179908,0.7307692307692307,203.5158371040724,283,423,596,646,280,0.4380804953560371,0.6547987616099071,0.9226006191950464,1.0,22.742536544799805,45.37940216064453,32.74854278564453,37.94465255737305,122.96255493164062,26.89884376525879,155.54574584960938,114.80290985107422,68.06900787353516,35.909629821777344,59.71751022338867,57.096954345703125,112.93948364257812,16.802091598510742
-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,a040c302ff99965ebe367b063d19ee20,train/mask/a040c302ff99965ebe367b063d19ee20.png,358,887,127164,0.4036076662908681,143.3641488162345,225,287,343,358,217,0.6284916201117319,0.8016759776536313,0.9581005586592178,1.0,24.74004364013672,50.97289276123047,30.681303024291992,35.23457717895508,95.77923583984376,27.324010848999023,174.0694122314453,96.9201431274414,81.30386352539062,35.66278076171875,65.10942077636719,50.87236785888672,82.21373748779297,17.28766632080078
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,7d1f50c43f01c5945dc00ba07af0228e,train/mask/7d1f50c43f01c5945dc00ba07af0228e.png,562,866,155097,0.648960739030023,179.0958429561201,273,393,491,562,202,0.4857651245551601,0.699288256227758,0.8736654804270463,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,2bdf0d2809368c3baa494c98f1fec717,train/mask/2bdf0d2809368c3baa494c98f1fec717.png,487,847,139238,0.5749704840613932,164.3896103896104,259,329,389,487,155,0.5318275154004107,0.675564681724846,0.7987679671457906,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,b51a1ea0bbf99b180b41dc329bade134,train/mask/b51a1ea0bbf99b180b41dc329bade134.png,306,861,125583,0.3554006968641115,145.85714285714286,270,306,248,302,157,0.8823529411764706,1.0,0.8104575163398693,0.9869281045751634,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,c3d792e85931ccde7b0283c7f7ade11f,train/mask/c3d792e85931ccde7b0283c7f7ade11f.png,324,858,147379,0.3776223776223776,171.77039627039628,265,308,322,323,179,0.8179012345679012,0.9506172839506172,0.9938271604938272,0.9969135802469136,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,f7d58689433ecc8df939acc88973e2ea,train/mask/f7d58689433ecc8df939acc88973e2ea.png,498,850,140753,0.5858823529411765,165.59176470588235,265,360,439,498,199,0.5321285140562249,0.7228915662650602,0.8815261044176707,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,45ed2ce82e2773d550daf196c0c5cc98,train/mask/45ed2ce82e2773d550daf196c0c5cc98.png,486,879,150604,0.552901023890785,171.33560864618886,271,375,452,486,202,0.5576131687242798,0.7716049382716049,0.9300411522633744,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,ce2846f0341ce602678ceea918d70055,train/mask/ce2846f0341ce602678ceea918d70055.png,398,823,133554,0.4835965978128797,162.27703523693802,260,336,381,398,158,0.6532663316582915,0.8442211055276382,0.957286432160804,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,1d558f7b9774e6f5a8b87fe235db857b,train/mask/1d558f7b9774e6f5a8b87fe235db857b.png,480,843,140346,0.5693950177935944,166.48398576512454,256,351,432,480,240,0.5333333333333333,0.73125,0.9,1.0,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,5fc141179dda05ccb315c2806eeb9cf8,train/mask/5fc141179dda05ccb315c2806eeb9cf8.png,568,844,118104,0.6729857819905213,139.93364928909952,263,450,568,159,134,0.4630281690140845,0.7922535211267606,1.0,0.2799295774647887,25.833364486694336,51.05610275268555,28.8845329284668,36.16111755371094,101.89659881591795,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.74698638916016,84.89327239990234,17.295169830322266
-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,a3186a8ea4f4dea9b0713a391e30db37,train/mask/a3186a8ea4f4dea9b0713a391e30db37.png,538,807,106048,0.6666666666666666,131.4101610904585,240,418,538,149,127,0.4460966542750929,0.7769516728624535,1.0,0.2769516728624535,25.833364486694336,51.05610275268555,28.8845329284668,36.16111755371094,101.89659881591795,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.74698638916016,84.89327239990234,17.295169830322266
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,b403e9bada264bfc40a541acd59db576,train/mask/b403e9bada264bfc40a541acd59db576.png,390,846,116313,0.4609929078014184,137.48581560283688,224,328,389,389,158,0.5743589743589743,0.841025641025641,0.9974358974358974,0.9974358974358974,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,b71abd8585d1243729f8c1c78ed13f7b,train/mask/b71abd8585d1243729f8c1c78ed13f7b.png,390,846,116313,0.4609929078014184,137.48581560283688,224,328,389,389,158,0.5743589743589743,0.841025641025641,0.9974358974358974,0.9974358974358974,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
